,album,album_type,track_id,track_number,name,popularity,duration_ms,release_date,artists
397,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,5pXpJYdttGCiswTqiJlZwY,5,"Meu Amor, Minha Paixão / Louca por Você - Ao Vivo",11,253336,1999-01-01,['Calcinha Preta']
398,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,7FzWQ5swyrYvxVZuhMC7F4,6,Sou Maluco por Você - Ao Vivo,10,235886,1999-01-01,['Calcinha Preta']
399,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,765Hnwyby4jJh1juvvRnoJ,7,Sou Seu Amor / Eu Te Amo - Ao Vivo,15,290822,1999-01-01,['Calcinha Preta']
400,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,2SQ1ezKDZvLt6cA4I32KH4,8,Jogo Marcado / Qualquer Jeito - Ao Vivo,11,407981,1999-01-01,['Calcinha Preta']
401,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,4COv0HqeFXT9PpwL0eT1EO,9,Louca por Ti / Fonte de Desejos - Ao Vivo,14,320863,1999-01-01,['Calcinha Preta']
402,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,2hbZryb95wL9DcLxh47xuW,10,Me Dá um Beijo / Amor Proibido - Ao Vivo,9,312373,1999-01-01,['Calcinha Preta']
403,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,0j40YZiH3xwmkYTgPBQaGY,11,Eu Vim pra Te Ver / Calcinha Preta (Doida pra Te Agarrar) - Ao Vivo,17,290299,1999-01-01,['Calcinha Preta']
404,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,1gIhotoVTwQdquODU2JpZb,1,Saudade - Ao Vivo,14,184842,1998-07-01,['Calcinha Preta']
405,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,0ZLJaB2QxxxhBJVwfW79wq,2,Desilusão - Ao Vivo,12,228806,1998-07-01,['Calcinha Preta']
406,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,5yFKp922omBx1nX4DtmtLa,3,É Seu Amor Que Eu Quero - Ao Vivo,13,210259,1998-07-01,['Calcinha Preta']
407,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,0d8giu8YpgX8KNy4F0lUmp,4,Jura Que Me Ama - Ao Vivo,13,297482,1998-07-01,['Calcinha Preta']
408,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,0FfnyO0b6TF9LyCWbbKgVU,5,"Amor, Amor, Amor / Noite, Noite, Noite - Ao Vivo",10,239490,1998-07-01,['Calcinha Preta']
409,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,1QoS6RCJqJdyS4BQK7VqRn,6,A Coisa Mais Linda - Ao Vivo,9,160496,1998-07-01,['Calcinha Preta']
410,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,0lM9o6KXfoipKcWMZwEuYo,7,Eu Vim Pra Te Ver - Ao Vivo,10,154017,1998-07-01,['Calcinha Preta']
411,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,1oFpdCa6JxMYSFvWaK83Q9,8,Só Você Me Faz Feliz - Ao Vivo,11,227108,1998-07-01,['Calcinha Preta']
412,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,0RWTQcw2MTPKb3gtRHKUXQ,9,Eterno Amor / Mesmo Assim / Amor Comigo - Ao Vivo,9,222824,1998-07-01,['Calcinha Preta']
413,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,2Xt7NUOFVkLc7okH2hNfcO,10,Minha Namorada / Você Me Ama - Ao Vivo,9,250723,1998-07-01,['Calcinha Preta']
414,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,2BRWW75dc3CFnjvqhkeTbD,11,Agenda Rabiscada - Ao Vivo,9,233665,1998-07-01,['Calcinha Preta']
415,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,6QDGxs26HTyWWEV54P3zoD,12,A Moçada É Só Filé / O Filé Do Brasil - Ao Vivo,17,333505,1998-07-01,['Calcinha Preta']
416,"A Moçada É Só Filé!, Vol. 5 (Ao Vivo)",album,0N2pufiu1Z1wbAq9pEbYH7,13,Melhores Momentos (Faixa Bônus) - Ao Vivo,7,486478,1998-07-01,['Calcinha Preta']
417,"A Moçada É Só Filé, Vol. 4",album,1yMQ0LhivjeasaafuEKgk2,1,Desilusão,18,234997,1998-01-01,['Calcinha Preta']
418,"A Moçada É Só Filé, Vol. 4",album,15W3XnQ5HDid1sM63dGClL,2,A Moçada É Só Filé,14,270550,1998-01-01,['Calcinha Preta']
419,"A Moçada É Só Filé, Vol. 4",album,3buTrax4UnIKY3eKSbuYJ4,3,"Amor, Amor, Amor / Noite, Noite, Noite",10,258011,1998-01-01,['Calcinha Preta']
420,"A Moçada É Só Filé, Vol. 4",album,7v5fwP25XehS7Fnvs3SvvU,4,Saudade,14,224783,1998-01-01,['Calcinha Preta']
421,"A Moçada É Só Filé, Vol. 4",album,2BtuJUYBiSLfJESOPauPlr,5,É Seu Amor Que Eu Quero / Vem Comigo,12,305162,1998-01-01,['Calcinha Preta']
422,"A Moçada É Só Filé, Vol. 4",album,5DEybnpkNPhceowPbt1jk1,6,Jura Que Me Ama,11,273266,1998-01-01,['Calcinha Preta']
423,"A Moçada É Só Filé, Vol. 4",album,0rRBRTE7rDiFpGRQqEjKoW,7,Quero Saber / Minha Namorada / Você Me Ama,7,280764,1998-01-01,['Calcinha Preta']
424,"A Moçada É Só Filé, Vol. 4",album,6T1IzI11uOyxSOIYEYb1q7,8,Eterno Amor / Mesmo Assim / Amor Amigo,7,238445,1998-01-01,['Calcinha Preta']
425,"A Moçada É Só Filé, Vol. 4",album,2kBnQ81mYmXoO4igRIehFM,9,Onde o Sonho Mora,10,198948,1998-01-01,['Calcinha Preta']
426,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,2I9LcH72jvg58aDivvaZyF,1,Amor e Paixão - Ao Vivo,3,298631,1997-01-01,['Calcinha Preta']
427,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,4Cswl8Nhwbos2AEds1la9j,2,Homem Gol - Ao Vivo,1,206733,1997-01-01,['Calcinha Preta']
428,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,0HJ9zSw6DKzDlkF3pDBvFi,3,Onde o Sonho Mora - Ao Vivo,3,208822,1997-01-01,['Calcinha Preta']
429,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,4EHYzxOlFE8kLkontPUlWB,4,Vaqueiro Apaixonado - Ao Vivo,1,179853,1997-01-01,['Calcinha Preta']
430,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,1vmbNu5CBYVldOyfNxur5H,5,Cachaça e Mulher / Forró e Vaquejada - Ao Vivo,1,217626,1997-01-01,['Calcinha Preta']
431,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,1XjSAVA85NvzBBglXWRZV2,6,Te Amo Mesmo Assim - Ao Vivo,1,194194,1997-01-01,['Calcinha Preta']
432,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,0KVj2E83NHFncSaNTLAOH2,7,O Colecionador de Calcinha - Ao Vivo,1,223895,1997-01-01,['Calcinha Preta']
433,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,19LtDnfPdX6lDwFu0dqVtT,8,Arrepia - Ao Vivo,1,251559,1997-01-01,['Calcinha Preta']
434,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,5fFlauGcqClt2L81dZZSFT,9,Não Tem Jeito - Ao Vivo,1,220395,1997-01-01,['Calcinha Preta']
435,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,5PnxEo72H8zDVCJ3VjNKR3,10,Renato Russo - Ao Vivo,1,192156,1997-01-01,['Calcinha Preta']
436,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,0sqJy399ewFdVxntLEr95T,11,Calcinha Preta - Ao Vivo,0,143438,1997-01-01,['Calcinha Preta']
437,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,0QAbLPUdNwrkIck16Y1w6C,12,Frei Damião - Ao Vivo,0,183066,1997-01-01,['Calcinha Preta']
438,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,4CU6MPKAqB3NwxzAOa1dJi,13,Não Me Abandone - Ao Vivo,1,243670,1997-01-01,['Calcinha Preta']
439,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,5b2tDP8JPiCiryVTslJeAG,14,Te Amo de Verdade - Ao Vivo,0,214622,1997-01-01,['Calcinha Preta']
440,"Arrepiando Com a Galera, Vol. 3 (Ao Vivo)",album,17s0tWSVwbqsbMXsL2lxUf,15,Forró da Mulher Carente - Ao Vivo,0,275696,1997-01-01,['Calcinha Preta']
441,"As Mais Gostosas do Brasil, Vol. 2",album,50mG7dcITKJLkmkiXHowY3,1,Onde o Sonho Mora,13,236669,1996-07-01,"['Calcinha Preta', 'Forrozão da Condenada']"
442,"As Mais Gostosas do Brasil, Vol. 2",album,6P7fINeeenph05EdB1xdb0,2,É Impossível Acreditar Que Perdi Você,3,258768,1996-07-01,"['Calcinha Preta', 'Forrozão da Condenada']"
443,"As Mais Gostosas do Brasil, Vol. 2",album,6VjhdcATKzo3WZdvu0lHlU,3,Te Quero - Get Back,3,237061,1996-07-01,"['Calcinha Preta', 'Forrozão da Condenada']"
444,"As Mais Gostosas do Brasil, Vol. 2",album,7iF7b3m2x1XpQv81CZWhYt,4,Paradyse - Take A Chance On Me,3,196519,1996-07-01,"['Calcinha Preta', 'Forrozão da Condenada']"
445,"As Mais Gostosas do Brasil, Vol. 2",album,1y8tHyK4IkXJOHBCXPgLcc,5,"Adeus, Bye Bye - She Made Me Cry",9,293616,1996-07-01,"['Calcinha Preta', 'Forrozão da Condenada']"
446,"As Mais Gostosas do Brasil, Vol. 2",album,5Br4r9KKnL3qzm9KRFBB3U,6,Princesinha Apaixonada,1,217286,1996-07-01,"['Calcinha Preta', 'Forrozão da Condenada']"
447,"As Mais Gostosas do Brasil, Vol. 2",album,3fP8EMVx5OA1os6iVdd1HT,7,O Infinito,1,231235,1996-07-01,"['Calcinha Preta', 'Forrozão da Condenada']"
448,"As Mais Gostosas do Brasil, Vol. 2",album,2QVL2KafKezyIEgIFfvYJH,8,Delírio,1,240195,1996-07-01,"['Calcinha Preta', 'Forrozão da Condenada']"
449,"As Mais Gostosas do Brasil, Vol. 2",album,7cLqzjVsmxJ0TFiQ6j5CuK,9,Bebida Danada,1,276819,1996-07-01,"['Calcinha Preta', 'Forrozão da Condenada']"
450,"As Mais Gostosas do Brasil, Vol. 2",album,4MwtlL991lqsbK9GnkLVgf,10,Tempo Perdido,3,262112,1996-07-01,"['Calcinha Preta', 'Forrozão da Condenada']"
451,"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,3h4jxqEQQbiucjTSO6VXgc,1,Quero Te Amar,5,179565,1996-01-01,['Calcinha Preta']
452,"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,1tlC66SOd4m7VIs29TCP3S,2,O Colecionador,3,205061,1996-01-01,['Calcinha Preta']
453,"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,1bT9yaSZoKQBe8V2nZpQhQ,3,É Só Querer,2,175046,1996-01-01,['Calcinha Preta']
454,"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,7MeRjBCOuNO2KzSKW0nyIi,4,Ainda Te Amo,2,219924,1996-01-01,['Calcinha Preta']
455,"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,7lbY54KTFQSMZCvJQcEhJp,5,Lembrança,2,209214,1996-01-01,['Calcinha Preta']
456,"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,6STdXzU1Lr2ZNStpQkwIMj,6,Dor Traiçoeira,1,171702,1996-01-01,['Calcinha Preta']
457,"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,1KBYvF3p96siktT6KpjARy,7,Calcinha Preta,5,204512,1996-01-01,['Calcinha Preta']
458,"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,1a0HQtzUyKUlPlS8nFszVe,8,Amor Primeiro,2,153443,1996-01-01,['Calcinha Preta']
459,"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,0QIU3jjhV8yKmXYp7uydxs,9,Filha de Vaqueiro,1,156055,1996-01-01,['Calcinha Preta']
460,"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,3nRJIYGcQwByfqVkfiqOnT,10,Minha Neguinha,1,176143,1996-01-01,['Calcinha Preta']
461,Motel de Br (Ao Vivo),single,2LlMe40LtGleIisAGorAI4,1,Motel de Br - Ao Vivo,51,168716,2020-10-09,"['Calcinha Preta', 'Wallas Arrais']"
462,"Cp 25 Anos, Pt. 3 (Ao Vivo)",single,5NPTV5nMKGBL6SUO94Ural,1,Desilusão - Ao Vivo,36,209493,2020-09-04,['Calcinha Preta']
463,"Cp 25 Anos, Pt. 3 (Ao Vivo)",single,5E1lgvo3hMzoPLMPatsSh5,2,Sonho Lindo / Vem Me Deixar Louca - Ao Vivo,40,226613,2020-09-04,['Calcinha Preta']
464,"Cp 25 Anos, Pt. 3 (Ao Vivo)",single,1SBcdREKSFZkfDXijFp5cl,3,Balada Prime - Ao Vivo,41,183373,2020-09-04,['Calcinha Preta']
465,"Cp 25 Anos, Pt. 3 (Ao Vivo)",single,7oullRvxAUeg8hJ13koaT7,4,Não Sei Voar - Ao Vivo,42,195584,2020-09-04,['Calcinha Preta']
466,Agora Estou Sofrendo (Ao Vivo),single,18EfjSH1r9Jf6vx52eby5c,1,Agora Estou Sofrendo,66,258968,2020-08-14,"['Calcinha Preta', 'Gusttavo Lima']"
467,"CP 25 Anos, Pt. 2 (Ao Vivo)",single,3dZvILFXiC8xMutIIuTuT1,1,Daniela - Ao Vivo,52,174474,2020-07-10,"['Calcinha Preta', 'Raí Saia Rodada']"
468,"CP 25 Anos, Pt. 2 (Ao Vivo)",single,2NA2YIyTtMdBoNiXLyrCzo,2,Por Amor / O Que É Que Eu Vou Fazer - Ao Vivo,43,254389,2020-07-10,['Calcinha Preta']
469,"CP 25 Anos, Pt. 2 (Ao Vivo)",single,51yyIHNXMTdrpdk17Gdj7o,3,Baby Doll - Ao Vivo,41,200295,2020-07-10,['Calcinha Preta']
470,"CP 25 Anos, Pt. 2 (Ao Vivo)",single,2D9v6htOFH9dLfcjkRH9Yz,4,Eu Vim pra Te Ver / Vem Ver / A Moçada É Só Filé - Ao Vivo,37,238144,2020-07-10,['Calcinha Preta']
471,Conta de Luz (Ao Vivo),single,5CgqWKoMzbugofFOjnhcFS,1,Conta de Luz - Ao Vivo,55,160149,2020-06-19,"['Calcinha Preta', 'Wesley Safadão']"
472,"CP 25 Anos, Pt. 1 (Ao Vivo)",single,49h9lUseWMnzyU0W8E40mP,1,Um Degrau na Escada - Ao Vivo,65,251061,2020-05-13,"['Calcinha Preta', 'Gusttavo Lima']"
473,"CP 25 Anos, Pt. 1 (Ao Vivo)",single,6SsRvDjYAmizqhzm2h5Hox,2,Hoje à Noite - Ao Vivo,47,218925,2020-05-13,['Calcinha Preta']
474,"CP 25 Anos, Pt. 1 (Ao Vivo)",single,1TRrJ4iLBt5V8f8Lf2XjGN,3,Cobertor / Onde o Sonho Mora - Ao Vivo,41,204812,2020-05-13,['Calcinha Preta']
475,"CP 25 Anos, Pt. 1 (Ao Vivo)",single,4giMw1LNsqoG52hm60f413,4,Você Não Vale Nada - Ao Vivo,41,241461,2020-05-13,['Calcinha Preta']
476,"CP 25 Anos, Pt. 1 (Ao Vivo)",single,62u1dbhEuBAWyZnl0n7Ue8,5,Tchau pro Seu Amor - Ao Vivo,35,129000,2020-05-13,"['Calcinha Preta', 'MC JottaPê']"
477,"CP 25 Anos, Pt. 1 (Ao Vivo)",single,2RNoUrbJnE8dirMbJCLYjF,6,Mágica / E o Vento Levou - Ao Vivo,44,278314,2020-05-13,['Calcinha Preta']
478,Tchau pro Seu Amor (Ao Vivo),single,24gHMEGrPZYzKI0SBow7ML,1,Tchau pro Seu Amor - Ao Vivo,39,130415,2020-02-21,"['Calcinha Preta', 'MC JottaPê']"
479,Não Tem Explicação,single,6EdJoVAV8auGT8r5pjOMaJ,1,Não Tem Explicação,17,228187,2019-09-27,['Calcinha Preta']
480,Amor de Mentira,single,2gAjv9SiCBh19BvHyflu9I,1,Amor de Mentira,33,157300,2019-03-25,['Calcinha Preta']
481,"Flores, Versos e Poemas",single,24aEyOxim74BDaEaVqCWvE,1,"Flores, Versos e Poemas",24,207596,2018-05-04,['Calcinha Preta']
482,Eu Vim do Futuro - Single,single,2byBq8jQBZjMznKwGGHdIG,1,Eu Vim do Futuro,2,195213,2017-06-13,['Calcinha Preta']
483,Homem de Rua,single,6oexqeMeqlRzGFk8o2HMEi,1,Homem de Rua,5,210181,2017-06-13,['Calcinha Preta']
484,Alô Amor,single,3JfTQvCbF9CN5NqOVtIPMS,1,Alô Amor,11,182334,2016-03-18,['Calcinha Preta']
485,Parada Meio Louca,single,29bixWjeFxI05LgYo39Hdk,1,Parada Meio Louca,3,201456,2013-09-13,"['Calcinha Preta', 'Grupo Revelação']"
486,"Dói, Dói",single,1WctsG7rIBeNYumsPXY7Ts,1,"Dói, Dói",2,196032,2013-04-21,"['Calcinha Preta', 'Mano Walter']"
