,album,album_type,track_id,track_number,name,popularity,duration_ms,release_date,artists
235,"Pensão Alimentícia, Vol. 15",album,7pzMYZLf21vHZtZl9MbWzE,12,Armadilha,10,227091,2006-07-01,['Calcinha Preta']
236,"Pensão Alimentícia, Vol. 15",album,4C7J8l0gpmhjgl1KpAinx5,13,A Encruzilhada,7,214227,2006-07-01,['Calcinha Preta']
237,"Pensão Alimentícia, Vol. 15",album,5LIryndCfKTAXgCkJUeVVc,14,O Que Vou Fazer?,6,249428,2006-07-01,['Calcinha Preta']
238,"Pensão Alimentícia, Vol. 15",album,3KCRitK8GPocgIq6jbNbof,15,Adão e Eva,9,246920,2006-07-01,['Calcinha Preta']
239,As 20 +,album,3aNYxNtZq1AqLEYPKdx9F0,1,Cobertor,53,246133,2006-01-15,['Calcinha Preta']
240,As 20 +,album,0lffA8yYHhDJnKsRx7ykWg,2,Desilusão,29,231440,2006-01-15,['Calcinha Preta']
241,As 20 +,album,0BbHiemHPWxSTR3xOAziyB,3,E o Vento Levou,46,266906,2006-01-15,['Calcinha Preta']
242,As 20 +,album,4FcUiSgtBQnKwfI3X6Bm3N,4,"Hoje à Noite ""Alone""",42,212800,2006-01-15,['Calcinha Preta']
243,As 20 +,album,21KbWPoY3MTpI5byU6d0dl,5,"Louca por Ti ""Dust in the Wind""",50,164480,2006-01-15,['Calcinha Preta']
244,As 20 +,album,4OlpR5EwULijrATzM9VG3F,6,Sonho Lindo,33,228680,2006-01-15,['Calcinha Preta']
245,As 20 +,album,5LDge62Xvs7BRfLUpdiX4P,7,Tudo de Novo,29,285480,2006-01-15,['Calcinha Preta']
246,As 20 +,album,0ofEvBQaoBGhQnPTVHesaW,8,Adão e Eva,33,246800,2006-01-15,['Calcinha Preta']
247,As 20 +,album,0SvtBdkNRlErX8sPrFgWPW,9,Mágica,48,258013,2006-01-15,['Calcinha Preta']
248,As 20 +,album,5H9EnoNepjclW75Y5W2b7q,10,Segredos,32,225013,2006-01-15,['Calcinha Preta']
249,As 20 +,album,1wzCK6hUtOV3gnN9mydFbD,11,Cada Paixão uma Novela,24,237933,2006-01-15,['Calcinha Preta']
250,As 20 +,album,4lr3it0V2yALqSq23bSPOg,12,Manchete dos Jornais,47,236893,2006-01-15,['Calcinha Preta']
251,As 20 +,album,1YyLq1gnOqDkDzgQxX1zQq,13,Baby Doll,35,174746,2006-01-15,['Calcinha Preta']
252,As 20 +,album,08dcweSRXqWoMdYJU0uqmQ,14,Por Amor,43,248080,2006-01-15,['Calcinha Preta']
253,As 20 +,album,5P8INbk864e7LllQ1HxgSn,15,"Dois Amores, Duas Paixões",46,223146,2006-01-15,['Calcinha Preta']
254,As 20 +,album,1OojTyFPMX8ocDFuWPsBrZ,16,Amor da Minha Vida,29,207786,2006-01-15,['Calcinha Preta']
255,As 20 +,album,7FEzLYwd2AzoUGNCeITzIX,17,Renascerá,28,217760,2006-01-15,['Calcinha Preta']
256,As 20 +,album,1Fky7idgvTJl9h5FCv5ZXX,18,Furunfa,24,265720,2006-01-15,['Calcinha Preta']
257,As 20 +,album,6PyiC5ZbG39GdyQq63YYKo,19,Te Quero Namorar,21,265253,2006-01-15,['Calcinha Preta']
258,As 20 +,album,6y2shnlT6awmGwszzChgWo,20,A Calcinha Preta É Nossa,27,191013,2006-01-15,['Calcinha Preta']
259,"Dois Amores, Duas Paixões, Vol. 14",album,0Y2v82GQsomVCqnfWpRSg5,1,"Dois Amores, Duas Paixões",39,223007,2006-01-01,['Calcinha Preta']
260,"Dois Amores, Duas Paixões, Vol. 14",album,61Uy6h0c6ud0j6OBdcfHkI,2,A Calcinha Preta É Nossa,9,205714,2006-01-01,['Calcinha Preta']
261,"Dois Amores, Duas Paixões, Vol. 14",album,1DJ3VAwuni4BZS7yL5jCJB,3,Por Que Tocou Meu Coração?,19,258377,2006-01-01,['Calcinha Preta']
262,"Dois Amores, Duas Paixões, Vol. 14",album,7mtpfhtLwQT5bRpFM6ixnm,4,Balançando o Brasil,9,228310,2006-01-01,['Calcinha Preta']
263,"Dois Amores, Duas Paixões, Vol. 14",album,0S7pUIlGZjdLMMpyuFQKAp,5,O Que Vou Fazer?,14,261877,2006-01-01,['Calcinha Preta']
264,"Dois Amores, Duas Paixões, Vol. 14",album,1mJuBdjhoKBYwZ35bEJQP6,6,Se Quiser É Assim,17,203389,2006-01-01,['Calcinha Preta']
265,"Dois Amores, Duas Paixões, Vol. 14",album,40y5L6GaG3II9cnvwwAkjb,7,Só um Amor,12,268773,2006-01-01,['Calcinha Preta']
266,"Dois Amores, Duas Paixões, Vol. 14",album,0kF0fG51xM0L1iqfYcDyGr,8,A Encruzilhada,12,214491,2006-01-01,['Calcinha Preta']
267,"Dois Amores, Duas Paixões, Vol. 14",album,3K2RQgKiXVxa9Tvq4ya96z,9,Beijo Molhado,10,231549,2006-01-01,['Calcinha Preta']
268,"Dois Amores, Duas Paixões, Vol. 14",album,60LIuj1MaKGuNtaIyC1c5V,10,Uma Gota no Oceano,9,204486,2006-01-01,['Calcinha Preta']
269,"Dois Amores, Duas Paixões, Vol. 14",album,6r56ZFR66RelsevgEbdsSj,11,Beijar por Beijar,8,207568,2006-01-01,['Calcinha Preta']
270,"Dois Amores, Duas Paixões, Vol. 14",album,46M9a95fjvxTlNlGp4OZ4i,12,Vem Me Deixar Louca,22,185338,2006-01-01,['Calcinha Preta']
271,"Dois Amores, Duas Paixões, Vol. 14",album,0uKdoyNS7APv7GVouV6fu1,13,Me Ensina a Namorar,7,202448,2006-01-01,['Calcinha Preta']
272,"Dois Amores, Duas Paixões, Vol. 14",album,02VyvUSLCeyanaxAPQB1Kb,14,"Amor, Amor, Amor / Noite, Noite, Noite - Acústico",11,212793,2006-01-01,['Calcinha Preta']
273,"Dois Amores, Duas Paixões, Vol. 14",album,1PVgVRTK9bAzdujETOKdMx,15,Só Você Me Faz Feliz / Jura Que Me Ama - Acústico,11,203311,2006-01-01,['Calcinha Preta']
274,"Dois Amores, Duas Paixões, Vol. 14",album,2xorBXOresnn2KZCRqNWTi,16,Por Que Tocou Meu Coração - Acústico,10,238680,2006-01-01,['Calcinha Preta']
275,"Mágica, Vol. 12",album,1yNstWFOG0z4CFkJrusyzP,1,Manchete dos Jornais,39,239516,2005-01-01,['Calcinha Preta']
276,"Mágica, Vol. 12",album,5ZUv1CTNzh9gCNWePbTnWN,2,A Calcinha Preta É Nossa,17,190955,2005-01-01,['Calcinha Preta']
277,"Mágica, Vol. 12",album,4bxgmP32ULg4X0PZfTvHTW,3,Renascerá,21,217913,2005-01-01,['Calcinha Preta']
278,"Mágica, Vol. 12",album,5Pc4of0G5Fa4LbBSrwo5jM,4,Perdoar,18,222667,2005-01-01,['Calcinha Preta']
279,"Mágica, Vol. 12",album,0HM25hek4UpkVxCOPDflBM,5,O Navio e o Mar - Send Me An Angel,24,313521,2005-01-01,['Calcinha Preta']
280,"Mágica, Vol. 12",album,6ViqEh7W6SJ7sPpulj5Oj0,6,Ainda Te Amo,17,252917,2005-01-01,['Calcinha Preta']
281,"Mágica, Vol. 12",album,7AaW6x9Ld7c9JqBuyw6vzB,7,Mágica,46,259657,2005-01-01,['Calcinha Preta']
282,"Mágica, Vol. 12",album,7CNB3gJSRb4NEVRe3mwiur,8,Sai Solidão,20,263026,2005-01-01,['Calcinha Preta']
283,"Mágica, Vol. 12",album,4vc0hXI7SH0xR93b1iL9Ms,9,Segredo,16,226951,2005-01-01,['Calcinha Preta']
284,"Mágica, Vol. 12",album,6UshjtXKttK2AQeSHxH6gp,10,Só Tenho Olhos pra Você,14,204068,2005-01-01,['Calcinha Preta']
285,"Mágica, Vol. 12",album,27BvjghnqE9d2NfWy10rfM,11,Abra o Meu Coração,13,199471,2005-01-01,['Calcinha Preta']
286,"Mágica, Vol. 12",album,56z4MFiGmYXC4tQdKOeUs7,12,Declaração de Amor,17,203128,2005-01-01,['Calcinha Preta']
287,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,2TWFcqzZ6KEUAYie7wEF1f,1,Um Degrau na Escada (Ao Vivo),44,215520,2005,['Calcinha Preta']
288,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,6nXGLICKEQJv5BMZxgIrjH,2,Adão e Eva (Ao Vivo),30,246040,2005,['Calcinha Preta']
289,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,1mPcdV4w5LDxGR14pQQDke,3,"Hoje á Noite ""Alone"" (Ao Vivo)",51,212960,2005,['Calcinha Preta']
290,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,0h2XejoLfJrbmy8UpfYev9,4,Cada Paixão uma Novela (Ao Vivo),24,237706,2005,['Calcinha Preta']
291,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,3xuxTwpjlDJOINKCkewMwQ,5,Manchete dos Jornais (Ao Vivo),38,260333,2005,['Calcinha Preta']
292,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,4JroQOn3E6sRxS2o6M620h,6,Desfile de Moda (Ao Vivo),23,231933,2005,['Calcinha Preta']
293,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,5zn67gFg0hUJXlz6ktu1Yc,7,Mágica (Ao Vivo),38,252026,2005,['Calcinha Preta']
294,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,1EHylpXM7XNSxmOki0Fymh,8,A Calcinha Preta É Nossa (Ao Vivo),37,194226,2005,['Calcinha Preta']
295,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,6E1MDwgqJ4FtC85UzuE3oJ,9,Quer Namorar Comigo (Ao Vivo),32,201626,2005,['Calcinha Preta']
296,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,0miPHcpnLwLqnU6SVSXnvL,10,Renacerá (Ao Vivo),29,219240,2005,['Calcinha Preta']
297,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,05uEelCxZhQjzYNgAntl45,11,"Um Novo Amor ""Good Bye"" (Ao Vivo)",40,234440,2005,['Calcinha Preta']
298,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,2BOyoTn08jc2U0zkrf0zMk,12,Armadilha (Ao Vivo),28,226000,2005,['Calcinha Preta']
299,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,77leQaGbAJiP5v2KbshbA1,13,Segredos (Ao Vivo),29,230800,2005,['Calcinha Preta']
300,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,1PqOzhRmUUsiniN4VOFuCx,14,Baby Doll (Ao Vivo),31,171293,2005,['Calcinha Preta']
301,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,7nnMRq6s7iKjOgLTJYdB9B,15,Hipnose (Ao Vivo),38,238693,2005,['Calcinha Preta']
302,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,2oDSd4TWAxllHArCMhe9RA,16,Furunfa (Ao Vivo),30,266800,2005,['Calcinha Preta']
303,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,2eI1OQTaBJFwmQEEYfy9OU,17,Declaração de Amor (Ao Vivo),40,198426,2005,['Calcinha Preta']
304,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,45H5BSm8TpUe1VBDzOMKNo,18,Abra Meu Coração (Ao Vivo),24,199560,2005,['Calcinha Preta']
305,"Calcinha Preta, Vol. 13 (Ao Vivo)",album,5yt2xbhapxKG5z95YMAJjO,19,Morrendo de Desejo (Ao Vivo),35,287146,2005,['Calcinha Preta']
306,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,0vBWwc6LnM7mhg4GZjhqNv,1,Hoje à Noite,40,212715,2004-01-01,['Calcinha Preta']
307,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,0KQXt2mvtGrTfuVSZv2rKu,2,Hipnose,19,255764,2004-01-01,['Calcinha Preta']
308,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,2q347BWi0rKiPGWR9EEKPf,3,Não Tenho Nada,16,220186,2004-01-01,['Calcinha Preta']
309,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,08sRexiXAYWjBeCPbMWRU1,4,Baby Dool,18,174706,2004-01-01,['Calcinha Preta']
310,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,01zETJad6IFx3VLvqYGmsU,5,Eu Quero É Gozar a Vida,11,184659,2004-01-01,['Calcinha Preta']
311,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,5E1KEVMWCE1Fg99ugDyVsU,6,Morrendo de Desejo,14,285884,2004-01-01,['Calcinha Preta']
312,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,2pHDIw8tGGLh2n7d7rsS4P,7,Ânsia,19,237453,2004-01-01,['Calcinha Preta']
313,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,1cWIayt5CJ6RUTLiPq2nlK,8,Meu Amor Não Vá,15,281338,2004-01-01,['Calcinha Preta']
314,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,00euWsgQeSLWptUzJ7J0HM,9,Quem Sabe um Dia,13,230530,2004-01-01,['Calcinha Preta']
315,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,3qgsE381UZtrRK7vOUFFYM,10,Vem Ver a Calcinha Preta - Ao Vivo,10,228493,2004-01-01,['Calcinha Preta']
316,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,2xW4MYG21lNAeQq9AaB7Pm,11,Te Quero Namorar - Ao Vivo,8,264280,2004-01-01,['Calcinha Preta']
317,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,033gn5ZRQGyMFBz9sJL5qq,12,Por Que Te Amo? - Ao Vivo,10,235311,2004-01-01,['Calcinha Preta']
318,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,1JGnwqL76aMJsIY27BubEo,13,Por Amor - Ao Vivo,12,222014,2004-01-01,['Calcinha Preta']
319,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,58pGdLMLEmUfDeypHycLTw,14,Seu Namorado - Ao Vivo,11,233586,2004-01-01,['Calcinha Preta']
320,"Hoje à Noite, Vol. 11 (Inéditas e ao Vivo)",album,3D0js1S6OLpuRpTDG4jujj,15,Amor da Minha Vida - Ao Vivo,11,233273,2004-01-01,['Calcinha Preta']
321,"Ao Vivo em Salvador, Vol. 1",album,46D2zSMB947twxxJgc1n5t,1,E o Vento Levou - Ao Vivo,27,257023,2003-09-13,['Calcinha Preta']
322,"Ao Vivo em Salvador, Vol. 1",album,59EohlfMvYOO1aVm8F91ZR,2,Louca por Ti - Ao Vivo,35,205838,2003-09-13,['Calcinha Preta']
323,"Ao Vivo em Salvador, Vol. 1",album,4By6AyfN0LGsNXOun2RMOp,3,Por Amor - Ao Vivo,24,225725,2003-09-13,['Calcinha Preta']
324,"Ao Vivo em Salvador, Vol. 1",album,510FjHR6RdYMExQ7nnvJtZ,4,Seu Namorado - Ao Vivo,22,238238,2003-09-13,['Calcinha Preta']
325,"Ao Vivo em Salvador, Vol. 1",album,5G7ELvT6086wjDjwkkNG0W,5,Amor da Minha Vida - Ao Vivo,22,236402,2003-09-13,['Calcinha Preta']
326,"Ao Vivo em Salvador, Vol. 1",album,4A9uUOsJr9JdvJVXEHt1Vr,6,Vem Ver Calcinha Preta - Ao Vivo,22,232332,2003-09-13,['Calcinha Preta']
327,"Ao Vivo em Salvador, Vol. 1",album,5vsNepvaC04CkvK3JyzTWM,7,Sonho Lindo - Ao Vivo,26,218451,2003-09-13,['Calcinha Preta']
328,"Ao Vivo em Salvador, Vol. 1",album,6Xy2k6jXtx8HyKrFlH7MoZ,8,Cobertor - Ao Vivo,23,253886,2003-09-13,['Calcinha Preta']
329,"Ao Vivo em Salvador, Vol. 1",album,5Me9XMpae44kPTn8Cno5EZ,9,Desilusão - Ao Vivo,26,208575,2003-09-13,['Calcinha Preta']
330,"Ao Vivo em Salvador, Vol. 1",album,7Hg8ymXbQMTXrHYYLdCv1Q,10,Te Quero Namorar - Ao Vivo,17,266399,2003-09-13,['Calcinha Preta']
331,"Ao Vivo em Salvador, Vol. 1",album,0gnySZIv6I4gtnjqMvigR0,11,Té Amo Tanto - Ao Vivo,18,181080,2003-09-13,['Calcinha Preta']
332,"Ao Vivo em Salvador, Vol. 1",album,57WIf3FwdXVp7mzS8nHLU9,12,Refém - Ao Vivo,19,237070,2003-09-13,['Calcinha Preta']
333,"Ao Vivo em Salvador, Vol. 1",album,0oK9TILgyyPqMliG67guWq,13,Agora Estou Sofrendo - Ao Vivo,30,241741,2003-09-13,['Calcinha Preta']
334,"Ao Vivo em Salvador, Vol. 1",album,6h0lpQWOs9wPhL3IFmupud,14,Hello - Ao Vivo,32,209108,2003-09-13,['Calcinha Preta']
335,"Ao Vivo em Salvador, Vol. 1",album,2z9KV7tphuuZQkdW3juLyo,15,Eu Vim pra Te Ver - Ao Vivo,18,155355,2003-09-13,['Calcinha Preta']
336,"Ao Vivo em Salvador, Vol. 1",album,5Vk4CQk1FCmOVnqyBwdfYD,16,Não Diga Não - Ao Vivo,18,237870,2003-09-13,['Calcinha Preta']
337,"Ao Vivo em Salvador, Vol. 1",album,59CdnKI9jjfeXLwvVnCLh1,17,Coração Bobo - Ao Vivo,22,245144,2003-09-13,['Calcinha Preta']
338,"A Gente Se Vê Lá, Vol. 10",album,1gi3aLt2EatygsqqVkOSyc,1,Agora Estou Sofrendo - Acústico,24,238654,2003-07-01,['Calcinha Preta']
339,"A Gente Se Vê Lá, Vol. 10",album,0rmIhnR8lsnZc5XCJWJQ9o,2,Fique Amor,29,231967,2003-07-01,['Calcinha Preta']
340,"A Gente Se Vê Lá, Vol. 10",album,10tRC1gY11Ns1Jr6SFw6FX,3,Por Amor,19,253910,2003-07-01,['Calcinha Preta']
341,"A Gente Se Vê Lá, Vol. 10",album,22lBW2h1RjQkm29EECkxrY,4,Seu Namorado,25,233430,2003-07-01,['Calcinha Preta']
342,"A Gente Se Vê Lá, Vol. 10",album,1qtfQkgZB0aFfTn6pvpxXX,5,Te Amo,13,206262,2003-07-01,['Calcinha Preta']
343,"A Gente Se Vê Lá, Vol. 10",album,1rQC7Fp8BsTZ2vsRxkljsm,6,Jogo Sujo,15,218697,2003-07-01,['Calcinha Preta']
344,"A Gente Se Vê Lá, Vol. 10",album,0NlF5nJGw4WfMH7lgFZFOC,7,O Que É Que Eu Vou Fazer?,22,251036,2003-07-01,['Calcinha Preta']
345,"A Gente Se Vê Lá, Vol. 10",album,4NoseQJrtZcAbISfB47lJZ,8,"Louco, Louco, Louco por Você",11,256391,2003-07-01,['Calcinha Preta']
346,"A Gente Se Vê Lá, Vol. 10",album,1lb13dOu4W0xMByvBbVyV5,9,Xeque-Mate,12,251297,2003-07-01,['Calcinha Preta']
347,"A Gente Se Vê Lá, Vol. 10",album,6Yz5FyiMt4fzbaQ6mhJ34v,10,A Gente Se Vê Lá / Só Gosto de Mulher Quente - Pout-Pourri,16,284290,2003-07-01,['Calcinha Preta']
348,"A Gente Se Vê Lá, Vol. 10",album,4LE7BoLMYGBqWilIaoEGQt,11,Amor Fatal - Acústico,12,213968,2003-07-01,['Calcinha Preta']
349,"A Gente Se Vê Lá, Vol. 10",album,6x7tHEFaEv4q6nb2y7qHOd,12,Furunfa Calcinha Preta,12,269505,2003-07-01,['Calcinha Preta']
350,"A Gente Se Vê Lá, Vol. 10",album,38Lu2SqjbltJVNHafBSoQv,13,Não Me Deixe Agora - Acústico,14,252368,2003-07-01,['Calcinha Preta']
351,"Amor da Minha Vida, Vol. 9",album,5k4U9TXzCXn48xLCX4Ng7f,1,Não Me Deixe Agora,26,259970,2003-01-01,['Calcinha Preta']
352,"Amor da Minha Vida, Vol. 9",album,08PH0sXaPkT5CH5lB0D3zV,2,Magoei Meu Coração,14,248241,2003-01-01,['Calcinha Preta']
353,"Amor da Minha Vida, Vol. 9",album,0fOzIQ06H8SJs3TpH6XL2J,3,Você Jurou pra Mim Seu Amor,11,228519,2003-01-01,['Calcinha Preta']
354,"Amor da Minha Vida, Vol. 9",album,6EfDiOvz6sTmOi7uuqGVJZ,4,Amor da Minha Vida,15,209998,2003-01-01,['Calcinha Preta']
355,"Amor da Minha Vida, Vol. 9",album,5MaFhrihHX5CA7Cc8DtsEH,5,Vem Minha Vida,9,287111,2003-01-01,['Calcinha Preta']
356,"Amor da Minha Vida, Vol. 9",album,6p9WbCfAxHuIJbjlvo2Uwk,6,Verdadeiro Amor,12,203049,2003-01-01,['Calcinha Preta']
357,"Amor da Minha Vida, Vol. 9",album,5oMrBl6Xl0BUXDwUfyMGM1,7,Sonho Lindo,24,229694,2003-01-01,['Calcinha Preta']
358,"Amor da Minha Vida, Vol. 9",album,21hWq3Zhs4iuK9Aqv9Zfgk,8,Digitais,12,249521,2003-01-01,['Calcinha Preta']
359,"Amor da Minha Vida, Vol. 9",album,0HQrXiuxQIaQioUYZmdmOf,9,É Amor - O Que Sinto,10,211696,2003-01-01,['Calcinha Preta']
360,"Amor da Minha Vida, Vol. 9",album,2EHfRhzyorw6Z4x9GSDYPs,10,Veneno,11,223738,2003-01-01,['Calcinha Preta']
361,"Amor da Minha Vida, Vol. 9",album,1d7F5tBKCb9enjeIVm811q,11,Te Quero Namorar,9,267520,2003-01-01,['Calcinha Preta']
362,"Amor da Minha Vida, Vol. 9",album,1uPPfYThKJ7hPYR3LzR4Xw,12,E o Vento Levou,13,266971,2003-01-01,['Calcinha Preta']
363,"Amor da Minha Vida, Vol. 9",album,2jfQzBn8vRPXE2jDbPOLdg,13,Leilão,9,227395,2003-01-01,['Calcinha Preta']
364,"Ao Vivo, Vol. 8",album,7owbj47JFLsFxwTdqR1t9C,1,Melhores Momentos - Ao Vivo,10,363598,2002-01-01,['Calcinha Preta']
365,"Ao Vivo, Vol. 8",album,1VwHQ3ZJt31e7RWszjY0S7,2,Seu Amor É Bom / Um Novo Amor - Ao Vivo,25,263993,2002-01-01,['Calcinha Preta']
366,"Ao Vivo, Vol. 8",album,01iNkqjt0UbiSaxRTbbzpb,3,Te Amo Tanto / Refém - Ao Vivo,16,259787,2002-01-01,['Calcinha Preta']
367,"Ao Vivo, Vol. 8",album,0gcpmv85NwAN3gZ7At9Ygm,4,Quero Ser Seu Namorado / Não Venha Mais Me Ver - Ao Vivo,18,277159,2002-01-01,['Calcinha Preta']
368,"Ao Vivo, Vol. 8",album,5mDgtrxkvYvLFOiZ39glmv,5,Tudo de Novo - Ao Vivo,17,329560,2002-01-01,['Calcinha Preta']
369,"Ao Vivo, Vol. 8",album,4Buvtg3TWHbxtE62xvHmQe,6,Coração Bobo / Cobertor - Ao Vivo,22,276558,2002-01-01,['Calcinha Preta']
370,"Ao Vivo, Vol. 8",album,2Kt97cfjuQtQRkjYNh1Vl3,7,Louca por Ti / Não Diga Não - Ao Vivo,17,295888,2002-01-01,['Calcinha Preta']
371,"Ao Vivo, Vol. 8",album,7qbIGd5bOoYM7JuSHnSeyp,8,Sou Seu Amor / Eu Te Amo - Ao Vivo,15,286537,2002-01-01,['Calcinha Preta']
372,"Ao Vivo, Vol. 8",album,7hz2ixWTLwHm5eqKrvxOQD,9,Te Amo - Ao Vivo,15,219193,2002-01-01,['Calcinha Preta']
373,"Ao Vivo, Vol. 8",album,34ySFAlODzhhggJxuxBgPw,10,Resumo Inéditas - Ao Vivo,11,195709,2002-01-01,['Calcinha Preta']
374,"Ao Vivo, Vol. 8",album,76T0eB16DV3fskbiwF5JUU,11,E o Vento Levou - Ao Vivo,32,267833,2002-01-01,['Calcinha Preta']
375,"Ao Vivo, Vol. 8",album,4nLPstkU6243A4HitHZA1C,12,Me Diz o Que Fazer / Você Quem Sabe - Ao Vivo,18,273502,2002-01-01,['Calcinha Preta']
376,"Ao Vivo, Vol. 8",album,4yOfIzAeCMGqpPDyxgU4Z8,13,S.O.S. Coração / Toma de Volta Esse Amor - Ao Vivo,11,308166,2002-01-01,['Calcinha Preta']
377,"Ao Vivo, Vol. 8",album,3ZxDktSskWXK3DRakstkYX,14,Favo de Mel - Ao Vivo,11,247875,2002-01-01,['Calcinha Preta']
378,"Ao Vivo, Vol. 8",album,58C7a2gf4r2Rcqun6GgkNG,15,Vem Ver a Calcinha Preta - Ao Vivo,11,251715,2002-01-01,['Calcinha Preta']
379,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,5auWBW4Bt297rBNY0cQvD0,1,Te Amo - Carrie,20,242520,2001-01-01,['Calcinha Preta']
380,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,59uomAam8ywqBbWulFtt1V,2,Tudo de Novo,16,286798,2001-01-01,['Calcinha Preta']
381,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,7vSshPyeCjxyQjcKuFxBZi,3,Te Amo Tanto,13,212140,2001-01-01,['Calcinha Preta']
382,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,6ZKd73xo07MFsoKfMLKmV0,4,Refém,14,237583,2001-01-01,['Calcinha Preta']
383,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,6WiCmh7sXToQTpRHKWhjX0,5,Mulheres Perdidas,10,238706,2001-01-01,['Calcinha Preta']
384,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,2AaHPMqjtOfpLT7KA4POOI,6,Chorando Se Foi / Lambamor - Pout-Pourri,19,273763,2001-01-01,['Calcinha Preta']
385,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,4VeG2ojsy3bwUm1HqOPXNc,7,Coração Bobo,13,226768,2001-01-01,['Calcinha Preta']
386,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,0XnzPoLAOXoKMkj6yBnCnu,8,Quero Ser Seu Namorado / Não Venha Mais Me Ver - Pout-Pourri,18,242991,2001-01-01,['Calcinha Preta']
387,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,5IGKOx3WThGirFASy2r4uQ,9,Não Diga Não,16,229903,2001-01-01,['Calcinha Preta']
388,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,3CY7JQYQy9LV4xj0KnuFY5,10,Vendaval,13,208744,2001-01-01,['Calcinha Preta']
389,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,6pZhklaU2RUXidD8kuvOY6,11,Seu Amor É Bom / Um Novo Amor - Pout-Pourri,18,261381,2001-01-01,['Calcinha Preta']
390,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,5vmFY5cAGJI0RC1Hj4Nfiu,12,Não Fique Longe de Mim - I Live My Life For Love,12,215040,2001-01-01,['Calcinha Preta']
391,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,4f5FBQ4rIx9R6K4k1jLUyx,13,Não Faz Sentido,9,192078,2001-01-01,['Calcinha Preta']
392,"Seu Coração Vai Aprender o Que É Paixão, Vol. 7",album,37lC4q1xjR0AZpwbQDFDwn,14,O Gemidinho,8,212480,2001-01-01,['Calcinha Preta']
393,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,4UeBdPN8eKaGejz54tsarT,1,Abertura - Ao Vivo,7,113084,1999-01-01,['Calcinha Preta']
394,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,5io6XcfSyAmZSv1IcrORwX,2,Hello - Ao Vivo,18,256810,1999-01-01,['Calcinha Preta']
395,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,2I5waiV7HTIN9srrzklR1J,3,Cobertor - Ao Vivo,17,246884,1999-01-01,['Calcinha Preta']
396,"Sou Seu Amor, Vol. 6 (Ao Vivo)",album,6bmPv0kLEalCoCEo07iPvx,4,Liguei pra Dizer Que Te Amo / Você Marcou Demais a Minha Vida / Isso É Bom - Ao Vivo,13,436533,1999-01-01,['Calcinha Preta']
